Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (°C)
Data1,1-Hold,1.618e+06,369.054,0.6,-45.4536,-11144.4,183.645,5359.3,156690,33.3
Data1,1-Hold,1.6182e+06,365.624,0.7,-42.0237,-11040.7,181.391,5339.8,156232,33.3
Data1,1-Hold,1.6184e+06,369.25,0.6,-45.6496,-11150.3,175.805,5312.9,155687,33.2
Data1,1-Hold,1.6186e+06,366.506,0.7,-42.9057,-11067.4,156.794,5295.1,155570,33.2
Data1,1-Hold,1.6188e+06,364.056,0.7,-40.4558,-10990.2,148.856,5283.7,155414,33.2
Data1,1-Hold,1.619e+06,357,0.7,-33.4001,-10776.8,128.277,5277.1,155770,33.2
Data1,1-Hold,1.6192e+06,349.16,0.6,-25.5604,-10542.7,141.8,5278,155361,33.2
Data1,1-Hold,1.6194e+06,351.12,0.6,-27.5203,-10602,146.7,5269.8,155058,33.2
Data1,1-Hold,1.6196e+06,347.298,0.7,-23.6984,-10486.4,132.295,5262.4,155222,33.2
Data1,1-Hold,1.6198e+06,341.909,0.6,-18.3086,-10320.4,127.297,5263.4,155334,33.2
Data1,1-Hold,1.62e+06,346.122,0.7,-22.5225,-10447.8,117.105,5264.4,155733,33.2
Data1,1-Hold,1.6202e+06,348.768,0.8,-25.1684,-10527.8,131.903,5273.2,155406,33.2
Data1,1-Hold,1.6204e+06,354.55,0.7,-30.9502,-10702.7,125.631,5279.9,155826,33.2
Data1,1-Hold,1.6206e+06,354.256,0.6,-30.6562,-10693.8,124.161,5283.4,156028,33.2
Data1,1-Hold,1.6208e+06,350.14,0.7,-26.5403,-10569.3,147.876,5285.4,155404,33.2
Data1,1-Hold,1.621e+06,346.22,0.6,-22.6205,-10453.8,152.482,5282.6,155141,33.2
Data1,1-Hold,1.6212e+06,342.987,0.7,-19.3866,-10353,158.754,5275.6,154839,33.2
Data1,1-Hold,1.6214e+06,345.828,0.7,-22.2285,-10438.9,167.867,5265,154318,33.2
Data1,1-Hold,1.6216e+06,347.2,0.7,-23.6004,-10480.4,142.388,5255.1,154714,33.3
Data1,1-Hold,1.6218e+06,348.474,0.7,-24.8744,-10518.9,146.994,5250.8,154390,33.3
Data1,1-Hold,1.622e+06,347.886,0.7,-24.2864,-10501.2,112.892,5251,155413,33.3
Data1,1-Hold,1.6222e+06,351.806,0.7,-28.2063,-10619.7,132.099,5255,154962,33.3
Data1,1-Hold,1.6224e+06,349.65,0.7,-26.0503,-10554.5,134.843,5257.4,154909,33.3
Data1,1-Hold,1.6226e+06,341.615,0.7,-18.0147,-10311.5,138.175,5258.2,154851,33.4
Data1,1-Hold,1.6228e+06,343.575,0.7,-19.9746,-10370.7,131.315,5257.9,155061,33.4
Data1,1-Hold,1.623e+06,350.238,0.6,-26.6383,-10572.3,113.382,5258.7,155582,33.4
Data1,1-Hold,1.6232e+06,343.183,0.7,-19.5826,-10358.9,115.635,5272.3,155792,33.4
Data1,1-Hold,1.6234e+06,341.223,0.7,-17.6227,-10299.6,102.994,5280.9,156541,33.4
Data1,1-Hold,1.6236e+06,344.359,0.8,-20.7586,-10394.5,125.925,5295.9,156216,33.4
Data1,1-Hold,1.6238e+06,339.851,0.7,-16.2507,-10258.1,132.981,5299.3,156245,33.5
Data1,1-Hold,1.624e+06,345.73,0.7,-22.1305,-10436,151.11,5303.6,155790,33.5
Data1,1-Hold,1.6242e+06,347.102,0.7,-23.5024,-10477.4,134.451,5302.5,156312,33.5
Data1,1-Hold,1.6244e+06,349.356,0.7,-25.7564,-10545.6,141.016,5302.5,156120,33.5
Data1,1-Hold,1.6246e+06,345.045,0.7,-21.4445,-10415.2,136.509,5307.2,156307,33.5
Data1,1-Hold,1.6248e+06,346.808,0.7,-23.2085,-10468.6,153.168,5308.5,155937,33.5
Data1,1-Hold,1.625e+06,341.321,0.7,-17.7207,-10302.6,141.408,5308.2,156301,33.5
Data1,1-Hold,1.6252e+06,337.009,0.7,-13.4088,-10172.2,141.212,5309.5,156301,33.5
Data1,1-Hold,1.6254e+06,325.935,0.7,-2.33527,-9837.22,148.464,5310.5,156139,33.5
Data1,1-Hold,1.6256e+06,320.349,0.7,3.25051,-9668.27,148.66,5306.7,156070,33.5
Data1,1-Hold,1.6258e+06,320.153,0.7,3.4465,-9659.31,147.876,5302.9,155973,33.6
Data1,1-Hold,1.626e+06,325.739,0.7,-2.13928,-9831.29,142.29,5299.3,156027,33.6
Data1,1-Hold,1.6262e+06,331.717,0.7,-8.11704,-10012.1,140.527,5299.2,156023,33.6
Data1,1-Hold,1.6264e+06,328.777,0.7,-5.17716,-9923.17,144.74,5299.7,155919,33.6
Data1,1-Hold,1.6266e+06,325.739,0.7,-2.13928,-9831.29,143.858,5299,155928,33.6
Data1,1-Hold,1.6268e+06,324.367,0.7,-0.767331,-9789.79,152.286,5298.8,155676,33.7
Data1,1-Hold,1.627e+06,325.739,0.7,-2.13928,-9828.26,149.248,5296.6,155695,33.7
Data1,1-Hold,1.6272e+06,327.307,0.7,-3.70722,-9875.69,139.057,5296.4,156007,33.7
Data1,1-Hold,1.6274e+06,332.697,0.7,-9.09701,-10041.7,143.662,5296.6,155858,33.7
Data1,1-Hold,1.6276e+06,331.619,0.7,-8.01905,-10006.1,129.159,5296.6,156279,33.7
Data1,1-Hold,1.6278e+06,324.661,0.7,-1.06132,-9798.68,143.956,5298.8,155901,33.7
Data1,1-Hold,1.628e+06,328.287,0.7,-4.68718,-9908.35,149.542,5299.4,155768,33.7
Data1,1-Hold,1.6282e+06,322.015,0.7,1.58458,-9718.65,151.796,5299.7,155679,33.7
Data1,1-Hold,1.6284e+06,324.171,0.7,-0.571339,-9783.86,129.159,5299.2,156354,33.7
Data1,1-Hold,1.6286e+06,318.684,0.7,4.91645,-9617.88,141.506,5303.5,156093,33.7
Data1,1-Hold,1.6288e+06,315.548,0.8,8.05232,-9523.03,155.618,5303,155717,33.7
Data1,1-Hold,1.629e+06,316.038,0.7,7.56234,-9537.85,135.529,5300,156219,33.7
Data1,1-Hold,1.6292e+06,317.116,0.7,6.48439,-9570.45,153.266,5300.2,155695,33.7
Data1,1-Hold,1.6294e+06,318.684,0.7,4.91645,-9617.88,149.738,5297.4,155735,33.7
Data1,1-Hold,1.6296e+06,313.882,0.7,9.71826,-9472.64,156.5,5295.1,155449,33.7
Data1,1-Hold,1.6298e+06,315.646,0.8,7.95433,-9522.97,145.328,5290.5,155669,33.7
Data1,1-Hold,1.63e+06,308.786,0.7,14.8141,-9318.51,150.914,5290.2,155445,33.7
Data1,1-Hold,1.6302e+06,310.844,0.8,12.7561,-9380.75,150.914,5289.5,155436,33.7
Data1,1-Hold,1.6304e+06,315.548,0.7,8.05232,-9523.03,150.032,5286.9,155393,33.7
Data1,1-Hold,1.6306e+06,317.214,0.7,6.38639,-9573.42,149.346,5284.4,155335,33.7
Data1,1-Hold,1.6308e+06,321.231,0.7,2.36855,-9694.94,152.482,5282.3,155183,33.7
Data1,1-Hold,1.631e+06,320.349,0.7,3.25051,-9668.27,151.698,5279.2,155119,33.7
Data1,1-Hold,1.6312e+06,318.782,0.7,4.81845,-9620.84,153.364,5277.2,154990,33.6
Data1,1-Hold,1.6314e+06,317.998,0.7,5.60242,-9597.13,142.878,5274.7,155235,33.6
Data1,1-Hold,1.6316e+06,313.882,0.7,9.71826,-9472.64,157.97,5274,154730,33.6
Data1,1-Hold,1.6318e+06,312.412,0.7,11.1882,-9428.18,154.834,5272.7,154794,33.6
Data1,1-Hold,1.632e+06,310.256,0.7,13.3441,-9362.97,154.05,5268,154730,33.6
Data1,1-Hold,1.6322e+06,311.53,0.7,12.0702,-9401.5,152.482,5267,154651,33.6
Data1,1-Hold,1.6324e+06,310.06,0.7,13.5401,-9354.02,168.357,5262.6,154146,33.6
Data1,1-Hold,1.6326e+06,313.196,0.7,10.4042,-9451.89,155.716,5255.4,154281,33.6
Data1,1-Hold,1.6328e+06,320.153,0.7,3.4465,-9662.34,141.408,5251.6,154586,33.6
Data1,1-Hold,1.633e+06,318.88,0.7,4.72045,-9623.81,149.346,5250.5,154313,33.6
Data1,1-Hold,1.6332e+06,314.372,0.8,9.22828,-9487.46,151.698,5247.2,154157,33.6
Data1,1-Hold,1.6334e+06,320.937,0.7,2.66253,-9686.05,152.384,5243.4,154022,33.6
Data1,1-Hold,1.6336e+06,320.251,0.7,3.34851,-9665.3,153.266,5241.3,153928,33.6
Data1,1-Hold,1.6338e+06,322.505,0.7,1.0946,-9733.47,131.805,5237.8,154459,33.6
Data1,1-Hold,1.634e+06,320.055,0.7,3.5445,-9659.37,150.13,5240.3,153972,33.6
Data1,1-Hold,1.6342e+06,323.877,0.7,-0.27735,-9774.97,152.384,5237.2,153831,33.6
Data1,1-Hold,1.6344e+06,324.955,0.7,-1.35531,-9807.58,134.451,5235.8,154280,33.6
Data1,1-Hold,1.6346e+06,320.153,0.7,3.4465,-9662.34,148.366,5237.6,153943,33.6
Data1,1-Hold,1.6348e+06,317.998,0.7,5.60242,-9597.13,151.6,5241.6,153855,33.6
Data1,1-Hold,1.635e+06,321.231,0.7,2.36855,-9694.94,152.286,5238.8,153885,33.6
Data1,1-Hold,1.6352e+06,320.447,0.7,3.15252,-9671.23,147.68,5236.3,153925,33.6
Data1,1-Hold,1.6354e+06,323.191,0.7,0.408623,-9754.22,142.584,5236.6,154028,33.6
Data1,1-Hold,1.6356e+06,322.897,0.7,0.702611,-9745.33,139.841,5235.5,154153,33.6
Data1,1-Hold,1.6358e+06,322.995,0.7,0.604615,-9748.3,150.13,5235.8,153811,33.6
Data1,1-Hold,1.636e+06,320.937,0.7,2.66253,-9686.05,150.228,5233.6,153772,33.6
Data1,1-Hold,1.6362e+06,325.935,0.6,-2.33527,-9837.22,138.175,5234.6,154085,33.6
Data1,1-Hold,1.6364e+06,325.347,0.7,-1.74729,-9819.43,130.825,5236.2,154407,33.5
Data1,1-Hold,1.6366e+06,323.975,0.7,-0.375347,-9777.94,147.974,5239.7,153979,33.5
Data1,1-Hold,1.6368e+06,322.407,0.6,1.19259,-9730.51,151.012,5238.5,153894,33.5
Data1,1-Hold,1.637e+06,324.269,0.7,-0.669335,-9786.83,150.228,5237.8,153869,33.5
Data1,1-Hold,1.6372e+06,325.543,0.7,-1.94329,-9825.36,147.778,5238.8,153964,33.5
Data1,1-Hold,1.6374e+06,326.425,0.7,-2.82525,-9849.01,145.72,5238.9,154020,33.5
Data1,1-Hold,1.6376e+06,324.073,0.7,-0.473343,-9780.9,130.237,5238.9,154519,33.5
Data1,1-Hold,1.6378e+06,323.289,0.7,0.310627,-9757.19,150.816,5238.7,153897,33.5
Data1,1-Hold,1.638e+06,324.367,0.7,-0.767331,-9789.79,149.934,5239,153917,33.5
Data1,1-Hold,1.6382e+06,326.229,0.7,-2.62926,-9846.11,134.353,5238.9,154401,33.5
Data1,1-Hold,1.6384e+06,324.955,0.7,-1.35531,-9807.58,142.29,5240.7,154191,33.5
Data1,1-Hold,1.6386e+06,321.819,0.7,1.78057,-9712.73,155.618,5242.7,153845,33.4
Data1,1-Hold,1.6388e+06,315.45,0.7,8.15032,-9520.06,147.092,5241.5,154106,33.4
Data1,1-Hold,1.639e+06,316.332,0.7,7.26835,-9546.74,151.698,5240.3,153930,33.4
Data1,1-Hold,1.6392e+06,312.216,0.7,11.3842,-9422.25,145.426,5237.6,154054,33.4
Data1,1-Hold,1.6394e+06,319.566,0.7,4.03448,-9644.55,154.736,5237.6,153742,33.4
Data1,1-Hold,1.6396e+06,318.586,0.7,5.01444,-9614.91,147.876,5236.1,153913,33.4
Data1,1-Hold,1.6398e+06,313.98,0.7,9.62026,-9475.6,149.346,5234.9,153838,33.4
Data1,1-Hold,1.64e+06,317.802,0.7,5.79841,-9591.2,150.816,5233.3,153742,33.4
Data1,1-Hold,1.6402e+06,317.998,0.7,5.60242,-9597.13,148.464,5231.3,153753,33.4
Data1,1-Hold,1.6404e+06,316.528,0.6,7.07236,-9552.67,153.364,5229.1,153553,33.4
Data1,1-Hold,1.6406e+06,314.568,0.7,9.03229,-9493.39,151.698,5226.1,153507,33.4
Data1,1-Hold,1.6408e+06,316.332,0.7,7.26835,-9546.74,153.266,5223.1,153375,33.4
Data1,1-Hold,1.641e+06,319.37,0.7,4.23047,-9638.63,151.6,5219.7,153319,33.4
Data1,1-Hold,1.6412e+06,317.116,0.7,6.48439,-9570.45,150.13,5217.7,153300,33.4
Data1,1-Hold,1.6414e+06,315.646,0.7,7.95433,-9525.99,148.562,5216.1,153281,33.4
Data1,1-Hold,1.6416e+06,313.098,0.7,10.5022,-9448.93,153.168,5214.2,153130,33.4
Data1,1-Hold,1.6418e+06,308.492,0.7,15.108,-9309.62,150.13,5210.8,153107,33.4
Data1,1-Hold,1.642e+06,306.238,0.7,17.362,-9241.44,145.426,5207,153140,33.4
Data1,1-Hold,1.6422e+06,309.962,0.7,13.6381,-9354.08,156.304,5204.8,152732,33.4
Data1,1-Hold,1.6424e+06,311.922,0.7,11.6782,-9413.36,150.228,5201.6,152801,33.4
Data1,1-Hold,1.6426e+06,312.412,0.7,11.1882,-9428.18,150.13,5205.5,152834,33.4
Data1,1-Hold,1.6428e+06,314.078,0.8,9.52227,-9478.57,147.876,5202.4,152936,33.5
Data1,1-Hold,1.643e+06,315.548,0.7,8.05232,-9523.03,126.611,5202,153510,33.5
Data1,1-Hold,1.6432e+06,317.802,0.7,5.79841,-9591.2,154.736,5208.3,152807,33.5
Data1,1-Hold,1.6434e+06,313.686,0.7,9.91425,-9466.71,142.878,5205.5,153151,33.5
Data1,1-Hold,1.6436e+06,313.588,0.7,10.0122,-9463.75,152.482,5204.3,152824,33.5
Data1,1-Hold,1.6438e+06,315.45,0.7,8.15032,-9520.06,152.286,5201.7,152754,33.5
Data1,1-Hold,1.644e+06,313.98,0.7,9.62026,-9475.6,152.482,5198,152648,33.5
Data1,1-Hold,1.6442e+06,314.96,0.7,8.6403,-9505.24,152.286,5195,152551,33.5
Data1,1-Hold,1.6444e+06,313.294,0.7,10.3062,-9454.86,147.68,5192.7,152609,33.5
Data1,1-Hold,1.6446e+06,308.492,0.7,15.108,-9309.62,153.364,5190.8,152398,33.5
Data1,1-Hold,1.6448e+06,306.042,0.7,17.558,-9235.52,153.462,5189.6,152316,33.5
Data1,1-Hold,1.645e+06,305.944,0.7,17.6559,-9232.55,149.15,5187,152416,33.5
Data1,1-Hold,1.6452e+06,308.786,0.7,14.8141,-9318.51,149.248,5184.8,152323,33.5
Data1,1-Hold,1.6454e+06,314.666,0.7,8.93429,-9496.35,147.19,5181.8,152328,33.5
Data1,1-Hold,1.6456e+06,316.234,0.7,7.36635,-9543.78,150.228,5179.2,152133,33.5
Data1,1-Hold,1.6458e+06,316.43,0.7,7.17036,-9549.7,146.896,5176.9,152155,33.3
Data1,1-Hold,1.646e+06,316.43,0.7,7.17036,-9552.73,121.907,5177.7,152929,33.3
Data1,1-Hold,1.6462e+06,319.37,0.7,4.23047,-9635.6,154.05,5190.4,152220,33.3
Data1,1-Hold,1.6464e+06,321.721,0.7,1.87857,-9709.76,152.58,5189,152325,33.3
Data1,1-Hold,1.6466e+06,322.603,0.7,0.9966,-9736.44,148.562,5188.9,152455,33.3
Data1,1-Hold,1.6468e+06,318.684,0.7,4.91645,-9617.88,150.13,5190.8,152450,33.3
Data1,1-Hold,1.647e+06,316.234,0.7,7.36635,-9543.78,145.328,5188.2,152562,33.2
Data1,1-Hold,1.6472e+06,317.704,0.7,5.89641,-9588.24,147.778,5186.1,152431,33.2
Data1,1-Hold,1.6474e+06,320.251,0.7,3.34851,-9665.3,149.248,5183.7,152314,33.2
Data1,1-Hold,1.6476e+06,318.88,0.7,4.72045,-9623.81,155.03,5181.1,152045,33.2
Data1,1-Hold,1.6478e+06,314.176,0.7,9.42427,-9478.51,154.736,5177.5,151954,33.2
Data1,1-Hold,1.648e+06,307.708,0.7,15.892,-9285.91,148.562,5173.1,152020,33.1
Data1,1-Hold,1.6482e+06,309.962,0.7,13.6381,-9351.05,153.364,5170.7,151769,33.1
Data1,1-Hold,1.6484e+06,309.668,0.7,13.9321,-9342.16,158.754,5167,151542,33.1
Data1,1-Hold,1.6486e+06,314.666,0.7,8.93429,-9496.35,148.562,5166.2,151690,33.1
Data1,1-Hold,1.6488e+06,317.116,0.7,6.48439,-9570.45,150.914,5167.5,151752,33.1
Data1,1-Hold,1.649e+06,321.819,0.7,1.78057,-9709.7,139.939,5164.8,152008,33.1
Data1,1-Hold,1.6492e+06,322.015,0.6,1.58458,-9718.65,147.19,5163.9,151765,33.1
Data1,1-Hold,1.6494e+06,320.349,0.7,3.25051,-9668.27,150.032,5161.8,151622,33.1
Data1,1-Hold,1.6496e+06,324.955,0.7,-1.35531,-9807.58,140.723,5160.3,151831,33.1
Data1,1-Hold,1.6498e+06,323.485,0.7,0.114634,-9763.12,136.117,5161.9,151997,33.1
Data1,1-Hold,1.65e+06,320.447,0.7,3.15252,-9671.23,153.266,5163.4,151500,33.1
Data1,1-Hold,1.6502e+06,321.133,0.7,2.46654,-9691.98,153.168,5161.7,151509,33.1
Data1,1-Hold,1.6504e+06,324.269,0.7,-0.669335,-9786.83,144.544,5160.8,151733,33.1
Data1,1-Hold,1.6506e+06,319.468,0.7,4.13248,-9641.59,151.698,5159.9,151499,33.1
Data1,1-Hold,1.6508e+06,321.819,0.7,1.78057,-9712.73,149.346,5158.9,151539,33.1
Data1,1-Hold,1.651e+06,323.485,0.6,0.114634,-9763.12,150.718,5157.7,151468,33.1
Data1,1-Hold,1.6512e+06,318.684,0.7,4.91645,-9617.88,147.19,5156.3,151502,33.2
Data1,1-Hold,1.6514e+06,314.47,0.7,9.13028,-9490.42,133.471,5155,151908,33.2
Data1,1-Hold,1.6516e+06,317.018,0.7,6.58238,-9567.49,149.444,5157.8,151500,33.2
Data1,1-Hold,1.6518e+06,318.586,0.7,5.01444,-9614.91,150.914,5155.6,151401,33.2
Data1,1-Hold,1.652e+06,317.018,0.7,6.58238,-9567.49,151.6,5152.9,151293,33.2
Data1,1-Hold,1.6522e+06,319.37,0.7,4.23047,-9638.63,153.168,5150,151167,33.3
Data1,1-Hold,1.6524e+06,318.684,0.7,4.91645,-9614.85,154.148,5147.8,151052,33.3
Data1,1-Hold,1.6526e+06,316.332,0.7,7.26835,-9546.74,153.854,5145.6,150980,33.3
Data1,1-Hold,1.6528e+06,318.684,0.7,4.91645,-9617.88,154.05,5143,150916,33.3
Data1,1-Hold,1.653e+06,319.37,0.7,4.23047,-9638.63,147.876,5142.7,151067,33.3
Data1,1-Hold,1.6532e+06,320.839,0.7,2.76053,-9680.06,153.07,5140.6,150885,33.3
Data1,1-Hold,1.6534e+06,322.603,0.7,0.9966,-9739.46,134.255,5137.9,151358,33.3
Data1,1-Hold,1.6536e+06,321.721,0.8,1.87857,-9709.76,149.444,5139,150941,33.3
Data1,1-Hold,1.6538e+06,322.603,0.7,0.9966,-9736.44,139.841,5137.5,151171,33.3
Data1,1-Hold,1.654e+06,325.053,0.7,-1.4533,-9810.54,150.914,5137.9,150842,33.3
Data1,1-Hold,1.6542e+06,325.151,0.7,-1.5513,-9813.5,137.587,5136.4,151193,33.3
Data1,1-Hold,1.6544e+06,313.98,0.8,9.62026,-9472.58,146.21,5136.6,150966,33.3
Data1,1-Hold,1.6546e+06,316.332,0.7,7.26835,-9546.74,157.97,5134.9,150562,33.3
Data1,1-Hold,1.6548e+06,312.412,0.7,11.1882,-9428.18,156.304,5131.2,150503,33.3
Data1,1-Hold,1.655e+06,313.294,0.7,10.3062,-9451.83,153.168,5127.6,150483,33.3
Data1,1-Hold,1.6552e+06,315.646,0.7,7.95433,-9525.99,155.52,5125.2,150333,33.3
Data1,1-Hold,1.6554e+06,314.96,0.8,8.6403,-9505.24,152.482,5122.4,150365,33.3
Data1,1-Hold,1.6556e+06,313.098,0.7,10.5022,-9448.93,146.798,5119.6,150440,33.3
Data1,1-Hold,1.6558e+06,313.196,0.7,10.4042,-9448.87,154.05,5116.2,150142,33.3
Data1,1-Hold,1.656e+06,314.666,0.7,8.93429,-9496.35,151.698,5113.1,150089,33.3
Data1,1-Hold,1.6562e+06,316.528,0.7,7.07236,-9552.67,150.326,5110.4,150055,33.3
Data1,1-Hold,1.6564e+06,316.234,0.7,7.36635,-9543.78,149.248,5110,150057,33.2
Data1,1-Hold,1.6566e+06,315.352,0.7,8.24832,-9517.1,150.914,5110.5,150031,33.2
Data1,1-Hold,1.6568e+06,313.294,0.8,10.3062,-9457.88,155.128,5107.4,149822,33.2
Data1,1-Hold,1.657e+06,315.548,0.7,8.05232,-9523.03,126.709,5103.9,150573,33.2
Data1,1-Hold,1.6572e+06,318.096,0.7,5.50442,-9600.09,152.188,5105.6,149832,33.2
Data1,1-Hold,1.6574e+06,325.641,0.7,-2.04128,-9828.32,143.074,5104,150060,33.2
Data1,1-Hold,1.6576e+06,327.405,0.7,-3.80521,-9881.68,136.019,5104.6,150273,33.2
Data1,1-Hold,1.6578e+06,327.307,0.7,-3.70722,-9875.69,156.5,5104.7,149675,33.2
Data1,1-Hold,1.658e+06,326.817,0.8,-3.21724,-9863.89,143.172,5102,150020,33.2
Data1,1-Hold,1.6582e+06,321.133,0.7,2.46654,-9691.98,135.921,5101.8,150209,33.2
Data1,1-Hold,1.6584e+06,317.312,0.7,6.28839,-9576.38,150.326,5102.6,149813,33.2
Data1,1-Hold,1.6586e+06,317.704,0.7,5.89641,-9588.24,151.6,5099.3,149687,33.2
Data1,1-Hold,1.6588e+06,320.937,0.7,2.66253,-9686.05,147.778,5097,149718,33.2
Data1,1-Hold,1.659e+06,321.133,0.7,2.46654,-9688.95,147.582,5095,149654,33.2
Data1,1-Hold,1.6592e+06,321.917,0.7,1.68257,-9715.69,144.74,5093,149682,33.2
Data1,1-Hold,1.6594e+06,318.586,0.8,5.01444,-9614.91,152.58,5091.4,149424,33.2
Data1,1-Hold,1.6596e+06,323.289,0.7,0.310627,-9760.21,146.014,5088.6,149517,33.2
Data1,1-Hold,1.6598e+06,323.583,0.7,0.0166381,-9766.08,145.72,5087.5,149480,33.2
Data1,1-Hold,1.66e+06,322.995,0.7,0.604615,-9748.3,146.21,5091.6,149493,33.2
Data1,1-Hold,1.6602e+06,320.251,0.7,3.34851,-9665.3,152.384,5091.9,149409,33.2
Data1,1-Hold,1.6604e+06,321.035,0.7,2.56454,-9689.01,148.562,5090.8,149503,33.2
Data1,1-Hold,1.6606e+06,319.272,0.7,4.32847,-9635.66,147.974,5090.7,149497,33.3
Data1,1-Hold,1.6608e+06,319.664,0.7,3.93649,-9647.52,126.611,5090.6,150155,33.3
Data1,1-Hold,1.661e+06,320.349,0.7,3.25051,-9668.27,153.952,5091.2,149365,33.3
Data1,1-Hold,1.6612e+06,318.586,0.7,5.01444,-9614.91,147.68,5089.6,149476,33.3
Data1,1-Hold,1.6614e+06,314.078,0.7,9.52227,-9478.57,150.228,5089.2,149399,33.3
Data1,1-Hold,1.6616e+06,317.214,0.7,6.38639,-9573.42,154.932,5086.2,149196,33.3
Data1,1-Hold,1.6618e+06,319.566,0.7,4.03448,-9644.55,142.094,5083,149475,33.3
Data1,1-Hold,1.662e+06,320.153,0.7,3.4465,-9662.34,153.266,5082.6,149116,33.3
Data1,1-Hold,1.6622e+06,324.269,0.7,-0.669335,-9786.83,143.662,5080.5,149340,33.3
Data1,1-Hold,1.6624e+06,328.777,0.7,-5.17716,-9923.17,138.959,5080.9,149473,33.3
Data1,1-Hold,1.6626e+06,331.031,0.6,-7.43107,-9991.35,141.408,5085,149457,33.3
Data1,1-Hold,1.6628e+06,328.091,0.7,-4.49119,-9902.43,137.587,5087.8,149711,33.3
Data1,1-Hold,1.663e+06,327.601,0.7,-4.0012,-9887.6,146.896,5088.5,149454,33.3
Data1,1-Hold,1.6632e+06,328.091,0.7,-4.49119,-9902.43,135.039,5088.6,149831,33.3
Data1,1-Hold,1.6634e+06,324.269,0.7,-0.669335,-9786.83,143.76,5090.8,149621,33.3
Data1,1-Hold,1.6636e+06,317.802,0.7,5.79841,-9591.2,149.248,5089.9,149464,33.3
Data1,1-Hold,1.6638e+06,315.548,0.7,8.05232,-9523.03,153.266,5088.9,149282,33.2
Data1,1-Hold,1.664e+06,313.196,0.7,10.4042,-9451.89,155.618,5087,149187,33.2
Data1,1-Hold,1.6642e+06,313.196,0.7,10.4042,-9451.89,153.266,5083.3,149149,33.2
Data1,1-Hold,1.6644e+06,318.782,0.6,4.81845,-9620.84,151.012,5081.8,149142,33.2
Data1,1-Hold,1.6646e+06,316.332,0.6,7.26835,-9546.74,150.914,5079.9,149100,33.2
Data1,1-Hold,1.6648e+06,311.04,0.7,12.5601,-9386.68,147.19,5077.2,149146,33.2
Data1,1-Hold,1.665e+06,307.708,0.8,15.892,-9285.91,154.442,5073.3,148845,33.2
Data1,1-Hold,1.6652e+06,305.356,0.7,18.2439,-9211.74,157.676,5068.4,148577,33.2
Data1,1-Hold,1.6654e+06,303.102,0.7,20.4978,-9146.6,157.382,5062.8,148423,33.2
Data1,1-Hold,1.6656e+06,299.182,0.7,24.4177,-9028.03,159.636,5057.8,148198,33.2
Data1,1-Hold,1.6658e+06,304.474,0.7,19.1259,-9188.09,158.656,5052.6,148082,33.2
Data1,1-Hold,1.666e+06,307.12,0.7,16.48,-9268.12,135.039,5049,148648,33.2
Data1,1-Hold,1.6662e+06,312.608,0.7,10.9922,-9434.11,149.346,5050.9,148264,33.2
Data1,1-Hold,1.6664e+06,314.666,0.7,8.93429,-9496.35,154.932,5047.4,148028,33.2
Data1,1-Hold,1.6666e+06,316.43,0.8,7.17036,-9549.7,155.422,5043.4,147874,33.2
Data1,1-Hold,1.6668e+06,314.666,0.7,8.93429,-9496.35,150.032,5042.1,147931,33.3
Data1,1-Hold,1.667e+06,320.251,0.7,3.34851,-9668.33,152.482,5039.7,147848,33.3
Data1,1-Hold,1.6672e+06,320.251,0.7,3.34851,-9662.28,151.698,5036.4,147781,33.3
Data1,1-Hold,1.6674e+06,320.251,0.7,3.34851,-9665.3,150.032,5033.6,147744,33.3
Data1,1-Hold,1.6676e+06,323.485,0.7,0.114634,-9763.12,149.248,5030.8,147677,33.3
Data1,1-Hold,1.6678e+06,323.975,0.7,-0.375347,-9777.94,149.346,5030.7,147659,33.4
Data1,1-Hold,1.668e+06,325.641,0.7,-2.04128,-9828.32,144.936,5028.7,147735,33.4
Data1,1-Hold,1.6682e+06,324.171,0.7,-0.571339,-9783.86,143.074,5028.3,147776,33.4
Data1,1-Hold,1.6684e+06,319.664,0.7,3.93649,-9647.52,148.758,5028.7,147607,33.4
Data1,1-Hold,1.6686e+06,320.251,0.7,3.34851,-9665.3,145.426,5029.1,147711,33.4
Data1,1-Hold,1.6688e+06,318.194,0.7,5.40643,-9603.06,153.266,5028.4,147465,33.4
Data1,1-Hold,1.669e+06,317.9,0.7,5.70042,-9594.17,117.987,5025.9,148459,33.5
Data1,1-Hold,1.6692e+06,318.782,0.7,4.81845,-9620.84,151.502,5027.9,147488,33.5
Data1,1-Hold,1.6694e+06,317.312,0.7,6.28839,-9576.38,151.404,5027.2,147494,33.5
Data1,1-Hold,1.6696e+06,314.862,0.8,8.7383,-9502.28,153.364,5024,147362,33.5
Data1,1-Hold,1.6698e+06,320.055,0.7,3.5445,-9659.37,135.235,5021.6,147807,33.5
Data1,1-Hold,1.67e+06,318.782,0.7,4.81845,-9620.84,151.012,5021.5,147330,33.5
Data1,1-Hold,1.6702e+06,321.035,0.6,2.56454,-9689.01,150.914,5019.9,147282,33.5
Data1,1-Hold,1.6704e+06,322.603,0.7,0.9966,-9736.44,151.698,5017.7,147204,33.5
