Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (°C)
Data1,1-Compress,0,0,0,323.6,0,0,-0,-0,33.1
Data1,1-Compress,200,-5.0958,0,328.696,154.13,-5.87977,7.7,235.311,33.1
Data1,1-Compress,400,-6.85973,0.1,330.46,207.483,-30.8688,23,1432.74,33.1
Data1,1-Compress,600,-11.2696,0.1,334.87,343.889,-65.9514,71.5,3576.69,33.1
Data1,1-Compress,800,-9.99561,-0.1,333.596,305.356,-60.8556,153.3,5591.23,33.1
Data1,1-Compress,1000,-4.40983,-0.1,328.01,136.406,-18.5213,207.7,6518.76,33.1
Data1,1-Compress,1200,-0.195992,0.2,323.796,8.95272,17.0513,245.8,6567.98,33.1
Data1,1-Compress,1400,-5.1938,0.1,328.794,157.094,27.5369,244.2,6659.15,33.1
Data1,1-Compress,1600,-4.9978,0.1,328.598,157.215,4.31183,230.8,6971.45,33.1
Data1,1-Compress,1800,-4.11584,0.2,327.716,121.465,-8.42767,255.6,7635.04,33.1
Data1,1-Compress,2000,-5.78177,0.1,329.382,177.903,-1.95992,277.6,8295.39,33.1
Data1,1-Compress,2200,-4.11584,0.1,327.716,124.49,-0.587977,297,8858.83,33.1
Data1,1-Compress,2400,-5.78177,0.1,329.382,177.903,33.2207,304.1,8286.9,33.1
Data1,1-Compress,2600,1.27395,0.1,322.326,-35.5078,36.9446,302.6,7974.64,33.2
Data1,1-Compress,2800,6.46775,0,317.132,-192.602,41.1584,291.3,7786.7,33.2
Data1,1-Compress,3000,6.17376,0,317.426,-183.71,27.9289,285.3,7863.21,33.2
Data1,1-Compress,3200,6.95773,0.1,316.642,-210.447,60.0717,283.2,6794.21,33.2
Data1,1-Compress,3400,4.9978,0.1,318.602,-151.166,74.9671,257.4,5805.29,33.2
Data1,1-Compress,3600,9.11364,0.1,314.486,-275.655,6.56574,238.1,7009.14,33.2
Data1,1-Compress,3800,12.9355,0.1,310.665,-391.253,48.0181,255.7,6160.66,33.2
Data1,1-Compress,4000,14.6994,0,308.901,-441.581,60.6596,233.3,5587.74,33.2
Data1,1-Compress,4200,20.9712,0.1,302.629,-631.279,32.5347,219,5639.91,33.2
Data1,1-Compress,4400,23.2251,0.1,300.375,-696.428,72.6152,231.6,4742.19,33.2
Data1,1-Compress,4600,23.2251,0.2,300.375,-696.428,95.9383,201.7,3589.1,33.2
Data1,1-Compress,4800,23.1271,0.1,300.473,-696.488,91.5284,156.1,2331.14,33.2
Data1,1-Compress,5000,25.283,-0.1,298.317,-764.722,70.0673,114.7,1740.16,33.2
Data1,1-Compress,5200,25.479,0.1,298.121,-767.625,97.8002,92.9,72.5861,33.2
Data1,1-Compress,5400,27.9289,0.1,295.671,-841.726,53.7999,59.8,429.503,33.2
Data1,1-Compress,5600,30.1828,0.1,293.417,-915.948,1.56794,76,1818.78,33.2
Data1,1-Compress,5800,31.5548,0,292.045,-954.42,25.283,132.1,2659.18,33.3
Data1,1-Compress,6000,33.6127,0.1,289.987,-1013.64,35.1806,168.2,3593.87,33.3
Data1,1-Compress,6200,34.9846,0,288.615,-1058.16,40.4724,184.5,4259.54,33.3
Data1,1-Compress,6400,38.0225,0.2,285.577,-1150.05,29.4968,204.6,5042.18,33.3
Data1,1-Compress,6600,33.5147,0.1,290.085,-1010.68,105.444,214.6,3425.6,33.3
Data1,1-Compress,6800,30.0848,0.1,293.515,-903.91,77.515,186.3,3511.16,33.3
Data1,1-Compress,7000,32.2407,-0.2,291.359,-975.168,94.5663,170,2496.35,33.4
Data1,1-Compress,7200,32.7307,0.1,290.869,-993.013,93.9783,151.8,1851.74,33.4
Data1,1-Compress,7400,29.9868,0.3,293.613,-906.995,138.371,123.6,-41.4557,33.4
Data1,1-Compress,7600,26.459,-0.2,297.141,-800.29,109.462,67.3,-866.916,33.4
Data1,1-Compress,7800,29.3989,0.3,294.201,-886.187,103.876,33.1,-1744.49,33.4
Data1,1-Compress,8000,31.1628,0,292.437,-942.564,65.8534,24.2,-1268.94,33.4
Data1,1-Compress,8200,34.7886,0.1,288.811,-1049.21,76.143,33.6,-1386.59,33.4
Data1,1-Compress,8400,33.9067,0,289.693,-1025.56,88.4905,30.6,-1642.1,33.4
Data1,1-Compress,8600,35.2786,0,288.321,-1064.03,67.8134,31.8,-1143.72,33.4
Data1,1-Compress,8800,32.0447,0,291.555,-969.24,74.8691,46.7,-1015.35,33.4
Data1,1-Compress,9000,34.2987,0,289.301,-1037.41,102.406,53.2,-1397.57,33.5
Data1,1-Compress,9200,32.7307,0,290.869,-986.964,102.014,41.3,-1745.64,33.5
Data1,1-Compress,9400,32.5347,0,291.065,-984.06,108.188,43.7,-2050.34,33.5
Data1,1-Compress,9600,30.0848,0.1,293.515,-909.96,106.914,30.3,-2114.65,33.5
Data1,1-Compress,9800,32.2407,0,291.359,-972.144,108.678,14.9,-2679.16,33.5
Data1,1-Compress,10000,36.4546,0,287.145,-1102.62,108.972,7.6,-3005.64,33.5
Data1,1-Compress,10200,43.9023,0,279.698,-1324.86,114.852,-6.4,-3440.58,33.5
Data1,1-Compress,10400,46.5482,0,277.052,-1407.92,105.346,-14.7,-3594.67,33.5
Data1,1-Compress,10600,44.1963,0,279.404,-1336.78,100.642,-3.4,-3400.97,33.5
Data1,1-Compress,10800,44.0003,0,279.6,-1330.85,103.19,11.3,-3033.42,33.5
Data1,1-Compress,11000,48.9981,-0.1,274.602,-1478.99,113.676,9.5,-3054.15,33.5
Data1,1-Compress,11200,50.664,0.2,272.936,-1529.38,141.212,-2.6,-4177.41,33.5
Data1,1-Compress,11400,56.0538,0,267.546,-1695.43,121.123,-25.3,-4253.36,33.5
Data1,1-Compress,11600,55.2698,0.1,268.33,-1668.69,124.259,-39.4,-4723.26,33.5
Data1,1-Compress,11800,48.6061,0,274.994,-1467.14,121.123,-55.9,-5148.65,33.5
Data1,1-Compress,12000,44.2943,0.1,279.306,-1336.72,87.5106,-43,-4304.39,33.5
Data1,1-Compress,12200,46.7442,0.1,276.856,-1413.85,95.1543,-21.1,-3628.19,33.6
Data1,1-Compress,12400,46.2542,-0.1,277.346,-1396,67.8134,11.2,-2099.51,33.6
Data1,1-Compress,12600,42.3343,0.2,281.266,-1280.46,55.3678,70.9,-162.358,33.6
Data1,1-Compress,12800,46.0582,0.1,277.542,-1390.07,70.3613,134.2,1322.94,33.6
Data1,1-Compress,13000,46.4502,0.1,277.15,-1404.95,104.072,197.4,2245.14,33.6
Data1,1-Compress,13200,48.3121,0,275.288,-1458.25,145.916,220,2086.51,33.6
Data1,1-Compress,13400,45.7642,0.2,277.836,-1378.16,155.52,195.9,1517.77,33.6
Data1,1-Compress,13600,47.3322,0,276.268,-1431.63,125.337,189.4,1804.59,33.6
Data1,1-Compress,13800,47.0382,0.1,276.562,-1419.71,114.852,209.9,2617.79,33.6
Data1,1-Compress,14000,44.2943,0,279.306,-1339.74,138.175,218.1,2538.45,33.6
Data1,1-Compress,14200,48.2141,0.1,275.386,-1458.31,97.7022,241.1,3859.38,33.6
Data1,1-Compress,14400,47.4301,0.2,276.17,-1428.54,97.6042,292.6,5380.72,33.6
Data1,1-Compress,14600,47.8221,0,275.778,-1443.43,123.475,322.4,5847.39,33.6
Data1,1-Compress,14800,48.5081,0.1,275.092,-1464.17,167.965,330.9,4928.19,33.6
Data1,1-Compress,15000,52.9179,0.1,270.682,-1597.56,168.553,311.6,4568.62,33.6
Data1,1-Compress,15200,51.35,0.2,272.25,-1550.13,165.908,292.3,4086.07,33.6
Data1,1-Compress,15400,48.9981,0,274.602,-1482.02,168.945,279.4,3498.14,33.6
Data1,1-Compress,15600,49.978,0.1,273.622,-1508.63,154.834,283.4,3816.08,33.6
Data1,1-Compress,15800,50.468,0.1,273.132,-1523.45,145.23,289.1,4285.01,33.6
Data1,1-Compress,16000,51.448,-0.1,272.152,-1553.1,114.558,309.8,5666.45,33.6
Data1,1-Compress,16200,53.0159,0.1,270.584,-1606.57,153.168,346.1,5530.02,33.6
Data1,1-Compress,16400,52.134,0.1,271.466,-1573.84,116.027,370.2,7330.91,33.6
Data1,1-Compress,16600,52.33,0.1,271.27,-1579.77,166.104,408.5,7089.66,33.6
Data1,1-Compress,16800,52.036,0.1,271.564,-1573.9,179.333,411.9,6998.03,33.6
Data1,1-Compress,17000,46.6462,0.1,276.954,-1410.88,183.841,410.2,6885.88,33.6
Data1,1-Compress,17200,50.86,0.1,272.74,-1535.31,188.251,409.8,6661.76,33.6
Data1,1-Compress,17400,48.1161,0.3,275.484,-1452.32,226.959,391,5294.37,33.7
Data1,1-Compress,17600,49.0961,0,274.504,-1481.96,205.008,335.1,4361.3,33.7
Data1,1-Compress,17800,49.2921,0.1,274.308,-1490.91,197.168,310.5,3697.08,33.7
Data1,1-Compress,18000,50.566,0.2,273.034,-1526.42,136.215,311.5,5105.16,33.7
Data1,1-Compress,18200,53.1139,0,270.486,-1603.48,133.471,359.7,6355.67,33.7
Data1,1-Compress,18400,53.0159,0.1,270.584,-1597.5,160.42,408.6,7046.83,33.7
Data1,1-Compress,18600,51.546,0.1,272.054,-1556.06,180.901,436.7,7470.85,33.7
Data1,1-Compress,18800,53.0159,0,270.584,-1600.52,197.952,436.1,7327.14,33.7
Data1,1-Compress,19000,55.2698,0.1,268.33,-1668.69,171.297,430.9,7821.82,33.7
Data1,1-Compress,19200,48.4101,0.1,275.19,-1464.23,182.469,455.8,7943.66,33.7
Data1,1-Compress,19400,49.0961,-0.1,274.504,-1484.98,180.607,472.3,8704.72,33.7
Data1,1-Compress,19600,46.7442,0.1,276.856,-1407.8,158.95,495.5,9858.84,33.7
Data1,1-Compress,19800,44.4903,0.4,279.11,-1345.67,136.705,543.5,11750.6,33.7
Data1,1-Hold,20000,43.5103,0.1,280.09,-1313.01,160.322,595.7,13168.7,33.7
Data1,1-Hold,20200,47.4301,0.1,276.17,-1431.57,153.266,594.4,13342.7,33.7
Data1,1-Hold,20400,50.076,0.1,273.524,-1511.6,197.168,586.3,11921.1,33.7
Data1,1-Hold,20600,55.2698,0.1,268.33,-1668.69,151.698,567.5,12712.6,33.8
Data1,1-Hold,20800,52.9179,0.1,270.682,-1597.56,155.618,565,12379.3,33.8
Data1,1-Hold,21000,50.664,0,272.936,-1529.38,159.832,562.4,12230.7,33.8
Data1,1-Hold,21200,49.6841,0.1,273.916,-1502.77,155.52,555.9,12146.4,33.8
Data1,1-Hold,21400,43.4123,0,280.188,-1310.04,152.384,551.5,12062.8,33.8
Data1,1-Hold,21600,49.8801,0,273.72,-1505.67,136.019,550.3,12569.9,33.8
Data1,1-Hold,21800,45.8622,0.1,277.738,-1384.14,173.649,550.5,11419.6,33.8
Data1,1-Hold,22000,46.6462,0.1,276.954,-1407.86,173.061,537.8,11213.5,33.8
Data1,1-Hold,22200,40.9624,0,282.638,-1238.97,173.453,528.3,10802.4,33.8
Data1,1-Hold,22400,39.4925,0.1,284.108,-1194.51,187.173,514.8,10069.9,33.8
Data1,1-Hold,22600,38.9045,0.1,284.696,-1173.7,182.959,493.7,9601.47,33.8
Data1,1-Hold,22800,37.3365,-0.1,286.263,-1129.3,158.166,474.4,9767.62,33.8
Data1,1-Hold,23000,35.4746,0,288.125,-1072.98,157.872,464.9,9371.21,33.8
Data1,1-Hold,23200,30.9668,0.1,292.633,-936.636,140.527,460.3,9665.97,33.8
Data1,1-Hold,23400,33.5147,0.1,290.085,-1010.68,136.705,461.2,9808.79,33.8
Data1,1-Hold,23600,38.0225,0.1,285.577,-1147.02,126.807,466.6,10214,33.8
Data1,1-Hold,23800,36.7486,0,286.851,-1108.49,130.629,474.9,10313.2,33.8
Data1,1-Hold,24000,31.5548,0,292.045,-954.42,97.6042,487,11590.3,33.8
Data1,1-Hold,24200,30.6728,0,292.927,-927.744,94.7623,508.4,12317.5,33.8
Data1,1-Hold,24400,26.361,0.1,297.239,-797.326,105.542,536.3,12684.1,33.8
Data1,1-Hold,24600,30.7708,0.1,292.829,-927.683,82.1208,559,14194,33.8
Data1,1-Hold,24800,31.3588,0,292.241,-945.467,79.9649,586.9,15045.7,33.9
Data1,1-Hold,25000,30.3788,0.1,293.221,-915.827,86.1386,619.1,15784.5,33.9
Data1,1-Hold,25200,33.4167,0.2,290.183,-1007.71,84.1787,645.7,16717.9,33.9
Data1,1-Hold,25400,33.4167,0,290.183,-1007.71,77.907,677.6,17769.6,33.9
Data1,1-Hold,25600,36.4546,0.2,287.145,-1099.6,88.1966,707.7,18432.3,33.9
Data1,1-Hold,25800,38.8065,0,284.794,-1170.73,48.7041,741.5,20555.4,33.9
Data1,1-Hold,26000,43.1183,0.1,280.482,-1301.15,118.673,775.6,19636.8,33.9
Data1,1-Hold,26200,44.6863,0.1,278.914,-1348.58,122.299,793.9,20126,33.9
Data1,1-Hold,26400,50.762,0.1,272.838,-1535.37,100.152,810.6,21316.1,33.9
Data1,1-Hold,26600,48.9001,0,274.7,-1479.05,105.15,831.1,21782,33.9
Data1,1-Hold,26800,50.958,0.1,272.642,-1538.27,116.419,852.7,22024.9,33.9
Data1,1-Hold,27000,48.1161,0,275.484,-1455.34,124.259,874,22477.4,33.9
Data1,1-Hold,27200,44.8822,0.1,278.718,-1351.48,155.03,888.7,22094.1,33.9
Data1,1-Hold,27400,49.978,0,273.622,-1505.61,197.756,885.3,20880.5,33.9
Data1,1-Hold,27600,53.7999,0.2,269.8,-1621.21,217.552,865.3,19800.8,33.9
Data1,1-Hold,27800,52.8199,-0.1,270.78,-1594.59,211.476,840.6,19276.8,33.9
Data1,1-Hold,28000,58.4057,0.1,265.194,-1766.57,216.768,812.1,18306.1,33.9
Data1,1-Hold,28200,63.8935,0.1,259.706,-1932.55,223.137,778.8,17184.9,33.9
Data1,1-Hold,28400,60.6596,0.2,262.94,-1831.71,250.38,736.8,15148,33.9
Data1,1-Hold,28600,55.8578,0.1,267.742,-1686.48,254.594,684.3,13535.5,33.9
Data1,1-Hold,28800,59.1897,0.2,264.41,-1793.3,271.449,629.7,11383.3,33.9
Data1,1-Hold,29000,58.6017,0,264.998,-1772.49,297.418,562.1,8683.2,33.9
Data1,1-Hold,29200,52.9179,0.1,270.682,-1594.53,281.053,497.9,7215.2,33.9
Data1,1-Hold,29400,50.468,-0.3,273.132,-1526.48,252.242,432.7,5987.52,33.9
Data1,1-Hold,29600,56.3478,0.2,267.252,-1704.32,213.73,381.6,5497.91,33.9
Data1,1-Hold,29800,59.8757,0.1,263.724,-1814.05,205.596,346.4,4588.51,33.9
Data1,1-Hold,30000,68.8913,0.2,254.709,-2086.74,216.67,310.5,3213.1,33.9
Data1,1-Hold,30200,67.8134,0.1,255.787,-2054.14,216.964,274.3,2106.26,33.9
Data1,1-Hold,30400,66.7354,0.1,256.865,-2021.53,204.91,237.9,1330.54,33.9
Data1,1-Hold,30600,68.5973,-0.2,255.003,-2071.8,219.119,199.7,-194.165,33.9
Data1,1-Hold,30800,63.4035,-0.1,260.196,-1914.71,216.18,148.7,-1496.58,33.9
Data1,1-Hold,31000,65.4614,-0.1,258.139,-1983,242.639,104.4,-3694.26,33.9
Data1,1-Hold,31200,65.5594,0,258.041,-1982.94,231.957,47.6,-5074.05,33.9
Data1,1-Hold,31400,72.8112,0.1,250.789,-2202.28,232.741,-5.6,-6673.61,33.9
Data1,1-Hold,31600,76.633,0,246.967,-2314.85,214.71,-59.2,-7731.29,33.9
Data1,1-Hold,31800,80.1609,0.1,243.439,-2421.56,230.977,-107.1,-9741.69,33.9
Data1,1-Hold,32000,83.3947,-0.1,240.205,-2522.4,220.589,-154.3,-10894.5,33.9
Data1,1-Hold,32200,81.1408,0,242.459,-2451.2,211.084,-198,-11949.9,33.9
Data1,1-Hold,32400,79.9649,-0.1,243.635,-2418.65,183.057,-233,-12272.7,33.9
Data1,1-Hold,32600,74.4771,0,249.123,-2252.67,185.409,-258.3,-13193.8,33.9
Data1,1-Hold,32800,79.5729,-0.1,244.027,-2400.75,226.371,-291,-15255.4,33.9
Data1,1-Hold,33000,77.319,-0.1,246.281,-2341.65,212.946,-333.1,-16125.8,33.9
Data1,1-Hold,33200,79.5729,0,244.027,-2406.8,211.182,-369.5,-17197.6,33.9
Data1,1-Hold,33400,78.005,0,245.595,-2362.4,223.431,-410,-18726.5,33.9
Data1,1-Hold,33600,81.7288,0,241.871,-2462.93,169.141,-449.9,-18373,33.9
Data1,1-Hold,33800,91.3324,0,232.268,-2762.48,109.364,-471.4,-17433,33.9
Data1,1-Hold,34000,89.6665,0,233.934,-2715.12,96.9182,-474.9,-17274.3,33.9
Data1,1-Hold,34200,85.1587,-0.1,238.441,-2575.75,110.344,-478.3,-17695.5,33.9
Data1,1-Hold,34400,83.4927,-0.1,240.107,-2525.36,95.8403,-476.9,-17414.1,33.8
Data1,1-Hold,34600,80.3569,0,243.243,-2433.54,97.4082,-468.8,-17222.6,33.8
Data1,1-Hold,34800,79.0829,-0.1,244.517,-2391.98,102.602,-463.1,-17177,33.8
Data1,1-Hold,35000,81.4348,0,242.165,-2463.12,121.025,-462,-17634.5,33.8
Data1,1-Hold,35200,84.1787,0,239.421,-2546.11,114.852,-462.3,-17496.1,33.8
Data1,1-Hold,35400,83.5907,0,240.009,-2528.32,102.406,-465.6,-17122.7,33.8
Data1,1-Hold,35600,88.7845,0,234.815,-2685.42,64.8735,-456.9,-15951.2,33.8
Data1,1-Hold,35800,87.3146,0,236.285,-2640.96,58.3077,-432.6,-15078.1,33.8
Data1,1-Hold,36000,90.3525,-0.1,233.248,-2729.82,71.5372,-408.9,-14716,33.8
Data1,1-Hold,36200,98.5841,0,225.016,-2981.82,99.3681,-387.8,-14898.4,33.8
Data1,1-Hold,36400,107.012,0,216.588,-3236.73,79.6709,-375.4,-13885.3,33.8
Data1,1-Hold,36600,106.228,0.1,217.372,-3216.04,71.8312,-353.9,-13130.9,33.8
Data1,1-Hold,36800,107.894,0.1,215.706,-3263.41,88.1966,-329.8,-12860.7,33.8
Data1,1-Hold,37000,109.952,0.1,213.648,-3325.65,81.1408,-304.8,-11963.7,33.8
Data1,1-Hold,37200,114.852,0,208.748,-3473.85,56.6418,-278.7,-10424.2,33.8
Data1,1-Hold,37400,113.48,0,210.12,-3438.4,80.3569,-244.1,-10170.6,33.8
Data1,1-Hold,37600,113.97,0.1,209.63,-3444.15,85.0607,-217.5,-9384.29,33.8
Data1,1-Hold,37800,112.5,0.1,211.1,-3402.72,70.1653,-187.8,-8168.52,33.8
Data1,1-Hold,38000,116.517,0,207.083,-3527.27,92.4104,-153.3,-7819.02,33.8
Data1,1-Hold,38200,115.537,0,208.063,-3491.58,121.221,-136.9,-7919.17,33.8
Data1,1-Hold,38400,113.872,0,209.728,-3444.21,99.8581,-120.1,-6885.85,33.8
Data1,1-Hold,38600,117.889,0,205.711,-3568.76,149.248,-101.7,-7723.38,33.8
Data1,1-Hold,38800,120.339,0,203.261,-3639.84,169.533,-111.8,-8385.33,33.8
Data1,1-Hold,39000,119.653,0.1,203.947,-3616.07,150.228,-118.4,-8106.9,33.8
Data1,1-Hold,39200,123.573,0.1,200.027,-3734.63,182.077,-130.6,-9245.64,33.8
Data1,1-Hold,39400,127.591,0,196.009,-3856.15,169.729,-147.8,-9434.76,33.8
Data1,1-Hold,39600,133.471,0,190.129,-4037.02,172.081,-159.9,-9935.4,33.8
Data1,1-Hold,39800,136.019,0.1,187.581,-4114.08,180.705,-170.6,-10544.1,33.8
Data1,1-Hold,40000,131.413,0.1,192.187,-3977.8,182.371,-187.6,-11020.9,33.8
Data1,1-Hold,40200,136.705,-0.1,186.895,-4134.83,172.179,-205,-11245,33.8
Data1,1-Hold,40400,143.662,0,179.938,-4345.28,188.349,-219.1,-12175.7,33.8
Data1,1-Hold,40600,143.074,0,180.526,-4327.49,175.315,-243.1,-12383.4,33.8
Data1,1-Hold,40800,138.077,0,185.523,-4176.33,177.373,-264.1,-13129.2,33.8
Data1,1-Hold,41000,140.135,0,183.465,-4238.57,176.001,-280.7,-13671.4,33.8
Data1,1-Hold,41200,142.192,0,181.408,-4306.87,190.015,-302.3,-14618.6,33.8
Data1,1-Hold,41400,141.702,0.1,181.898,-4282.97,169.729,-324.7,-14724.9,33.8
Data1,1-Hold,41600,143.074,0,180.526,-4324.47,180.607,-342.5,-15658.8,33.8
Data1,1-Hold,41800,143.074,0,180.526,-4327.49,174.335,-363.7,-16046.8,33.8
Data1,1-Hold,42000,148.464,0.2,175.136,-4487.49,154.148,-382.9,-16062.3,33.8
Data1,1-Hold,42200,147.974,0.1,175.626,-4475.7,156.5,-390.1,-16475.2,33.8
Data1,1-Hold,42400,147.778,0.1,175.822,-4469.77,176.981,-399.6,-17351.8,33.8
Data1,1-Hold,42600,140.037,0,183.563,-4235.61,156.304,-415,-17137.8,33.8
Data1,1-Hold,42800,141.996,0.1,181.604,-4291.87,185.409,-430.7,-18435.5,33.8
Data1,1-Hold,43000,145.426,-0.2,178.174,-4398.63,239.503,-457.1,-20752.2,33.8
Data1,1-Hold,43200,144.544,0,179.056,-4371.96,218.433,-507.7,-21394.3,33.8
Data1,1-Hold,43400,145.328,-0.1,178.272,-4392.64,163.556,-556.2,-21370.8,33.8
Data1,1-Hold,43600,142.878,0,180.722,-4315.52,130.531,-577.9,-21240,33.8
Data1,1-Hold,43800,137.685,0,185.915,-4167.5,133.569,-580.8,-21579.9,33.9
Data1,1-Hold,44000,142.192,0,181.408,-4300.82,111.618,-582.7,-21027.9,33.9
Data1,1-Hold,44200,141.604,0,181.996,-4283.03,60.4636,-571.1,-19299.2,33.9
Data1,1-Hold,44400,143.662,-0.1,179.938,-4345.28,58.6017,-543.3,-18483.7,33.9
Data1,1-Hold,44600,140.821,0.1,182.779,-4262.35,98.2902,-521.1,-18897.7,33.9
Data1,1-Hold,44800,136.803,0,186.797,-4137.8,93.8803,-509.2,-18349.9,33.9
Data1,1-Hold,45000,140.723,0,182.877,-4256.36,121.907,-495.5,-18789.3,33.9
Data1,1-Hold,45200,136.019,0,187.581,-4114.08,117.987,-486.8,-18407.6,33.9
Data1,1-Hold,45400,136.705,-0.1,186.895,-4134.83,118.869,-478,-18153,33.9
Data1,1-Hold,45600,139.841,0.1,183.759,-4229.68,107.698,-466.6,-17494.5,33.9
Data1,1-Hold,45800,137.489,0,186.111,-4155.52,96.1342,-452.8,-16742.5,33.9
Data1,1-Hold,46000,134.451,0,189.149,-4066.66,125.141,-439.8,-17141.9,33.9
Data1,1-Hold,46200,132.099,0,191.501,-3995.52,107.012,-431.6,-16415.1,33.9
Data1,1-Hold,46400,135.333,0,188.267,-4096.36,94.4683,-412.6,-15533.6,33.9
Data1,1-Hold,46600,135.137,0,188.463,-4087.41,94.4683,-393,-14922.6,33.9
Data1,1-Hold,46800,138.371,0.1,185.229,-4185.22,112.5,-372,-14826.8,33.9
Data1,1-Hold,47000,136.215,0,187.385,-4120.01,120.339,-358.7,-14655.6,33.9
Data1,1-Hold,47200,132.883,0,190.717,-4019.23,131.315,-348.8,-14597.4,33.9
Data1,1-Hold,47400,130.629,0,192.971,-3951.06,140.821,-338.2,-14594.5,33.9
Data1,1-Hold,47600,125.925,0,197.675,-3808.79,134.549,-340.6,-14305,33.9
Data1,1-Hold,47800,131.119,0,192.481,-3965.88,135.235,-331.4,-14241.1,33.9
Data1,1-Hold,48000,136.215,0.1,187.385,-4120.01,134.255,-325.9,-13963.4,33.9
Data1,1-Hold,48200,135.235,0.1,188.365,-4090.37,117.203,-315.1,-13229.9,33.9
Data1,1-Hold,48400,137.587,0,186.013,-4161.51,120.339,-300.6,-12901.3,33.9
Data1,1-Hold,48600,134.451,0,189.149,-4066.66,117.791,-292.4,-12443.1,33.9
Data1,1-Hold,48800,133.863,0,189.737,-4045.85,140.527,-282.3,-12876.7,33.9
Data1,1-Hold,49000,136.803,0,186.797,-4137.8,122.593,-274,-12113.5,33.9
Data1,1-Hold,49200,135.921,0,187.679,-4108.1,98.2902,-255.1,-10915.7,33.9
Data1,1-Hold,49400,139.155,0.1,184.445,-4205.91,81.9248,-219.4,-9582.83,33.9
Data1,1-Hold,49600,143.858,0,179.742,-4351.21,107.894,-186,-9170.54,33.9
Data1,1-Hold,49800,150.13,0,173.47,-4537.88,84.4727,-155.6,-7642.46,33.9
Data1,1-Hold,50000,152.776,0,170.824,-4617.91,93.5863,-128.5,-6971.4,33.9
Data1,1-Hold,50200,156.5,0.1,167.1,-4730.54,65.5594,-92.1,-5186.04,33.9
Data1,1-Hold,50400,159.342,0,164.258,-4819.53,60.9536,-40,-3631.2,33.9
Data1,1-Hold,50600,166.202,-0.1,157.398,-5030.03,89.6665,2.7,-3008.51,33.9
Data1,1-Hold,50800,162.87,0,160.73,-4923.21,62.4236,44.9,-1010.94,33.9
Data1,1-Hold,51000,162.576,0.1,161.024,-4920.36,95.8403,92.6,-536.58,33.9
Data1,1-Hold,51200,165.222,0,158.378,-4997.37,96.1342,130.1,646.238,33.9
Data1,1-Hold,51400,167.475,0.1,156.125,-5059.49,87.4126,166.5,2007.98,33.9
Data1,1-Hold,51600,164.242,0.1,159.358,-4964.7,99.9561,203.1,2753.76,33.9
Data1,1-Hold,51800,166.593,0,157.007,-5038.86,132.883,234,2792.27,33.9
Data1,1-Hold,52000,168.161,0.1,155.439,-5086.29,162.086,249.4,2541.14,33.9
Data1,1-Hold,52200,165.124,0,158.476,-4991.38,159.342,257.6,2835.85,33.9
Data1,1-Hold,52400,169.141,0.1,154.459,-5112.9,167.573,262.3,2859.09,33.9
Data1,1-Hold,52600,170.317,0,153.283,-5148.47,184.723,254.2,2240.57,33.9
Data1,1-Hold,52800,171.983,0,151.617,-5201.89,209.908,240.8,1134.01,33.9
Data1,1-Hold,53000,172.179,0,151.421,-5204.79,193.15,221.1,1087.35,33.9
Data1,1-Hold,53200,175.119,0.1,148.481,-5290.69,213.632,203.9,-100.771,33.9
Data1,1-Hold,53400,174.531,0,149.069,-5278.95,214.612,181.7,-789.784,33.9
Data1,1-Hold,53600,174.531,-0.1,149.069,-5281.98,197.462,157.6,-957.672,33.9
Data1,1-Hold,53800,172.277,0.1,151.323,-5207.75,182.469,142.1,-1063.73,33.9
Data1,1-Hold,54000,172.669,0,150.931,-5222.63,201.284,130.9,-1986.71,33.9
Data1,1-Hold,54200,168.847,0,154.753,-5104.01,154.834,119,-1032.43,33.9
Data1,1-Hold,54400,174.433,0,149.167,-5272.96,191.583,120.1,-2146.97,33.9
Data1,1-Hold,54600,175.315,0.1,148.285,-5299.64,215.2,99,-3245.43,33.9
Data1,1-Hold,54800,177.569,0.1,146.031,-5364.79,181.587,77.3,-2987.95,33.9
Data1,1-Hold,55000,176.785,0,146.815,-5344.1,176.785,63.4,-3284.31,33.9
Data1,1-Hold,55200,173.649,0.1,149.951,-5252.27,187.859,51.3,-4015.48,33.9
Data1,1-Hold,55400,172.081,0.1,151.519,-5201.83,167.573,37.7,-3825.37,33.9
Data1,1-Hold,55600,172.081,0.2,151.519,-5204.85,182.273,24.5,-4581.52,33.9
Data1,1-Hold,55800,168.063,0.1,155.537,-5086.35,196.58,8.2,-5501.24,33.9
Data1,1-Hold,56000,174.335,0,149.265,-5273.02,209.712,-8.5,-6439.83,33.9
Data1,1-Hold,56200,178.549,0.2,145.051,-5403.5,229.213,-38.6,-7773.74,33.9
Data1,1-Hold,56400,178.157,0,145.443,-5382.57,185.899,-67.1,-7425.47,33.9
Data1,1-Hold,56600,183.645,0,139.955,-5554.61,201.088,-91.6,-8544.27,33.9
Data1,1-Hold,56800,189.231,0.2,134.369,-5717.51,188.545,-112.3,-8921.03,33.9
Data1,1-Hold,57000,194.13,0,129.47,-5871.76,186.879,-134.7,-9469.52,33.9
